"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=10, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=1, min_samples_split=10,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.9122807017543859, 0.9385964912280702, 0.9736842105263158, 0.956140350877193, 0.9734513274336283]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=10, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=5, min_samples_split=10,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.9035087719298246, 0.9385964912280702, 0.9736842105263158, 0.9649122807017544, 0.9734513274336283]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=10, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=10, min_samples_split=10,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.9035087719298246, 0.9385964912280702, 0.9824561403508771, 0.956140350877193, 0.9646017699115044]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.1, min_samples_split=0.5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.7894736842105263, 0.9035087719298246, 0.9649122807017544, 0.9473684210526315, 0.9646017699115044]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.5, min_samples_split=0.5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.40350877192982454, 0.5701754385964912, 0.6491228070175439, 0.7456140350877193, 0.7699115044247787]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=1, min_samples_split=0.5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.7894736842105263, 0.9122807017543859, 0.9649122807017544, 0.9473684210526315, 0.9469026548672567]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=5, min_samples_split=0.5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.7894736842105263, 0.9122807017543859, 0.9649122807017544, 0.9473684210526315, 0.9557522123893806]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=10, min_samples_split=0.5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.7894736842105263, 0.9122807017543859, 0.9649122807017544, 0.9473684210526315, 0.9557522123893806]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.1, min_samples_split=0.8,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.40350877192982454, 0.5701754385964912, 0.6491228070175439, 0.7456140350877193, 0.7699115044247787]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.5, min_samples_split=0.8,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.40350877192982454, 0.5701754385964912, 0.6491228070175439, 0.7456140350877193, 0.7699115044247787]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=1, min_samples_split=0.8,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.40350877192982454, 0.5701754385964912, 0.6491228070175439, 0.7456140350877193, 0.7699115044247787]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=5, min_samples_split=0.8,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.40350877192982454, 0.5701754385964912, 0.6491228070175439, 0.7456140350877193, 0.7699115044247787]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=10, min_samples_split=0.8,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.40350877192982454, 0.5701754385964912, 0.6491228070175439, 0.7456140350877193, 0.7699115044247787]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.1, min_samples_split=2,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.8157894736842105, 0.9210526315789473, 0.9824561403508771, 0.9473684210526315, 0.9557522123893806]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.5, min_samples_split=2,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.40350877192982454, 0.5701754385964912, 0.6491228070175439, 0.7456140350877193, 0.7699115044247787]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=1, min_samples_split=2,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.9210526315789473, 0.956140350877193, 0.9736842105263158, 0.956140350877193, 0.9823008849557522]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=5, min_samples_split=2,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.9035087719298246, 0.9473684210526315, 0.9736842105263158, 0.956140350877193, 0.9734513274336283]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=10, min_samples_split=2,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.9035087719298246, 0.9385964912280702, 0.9824561403508771, 0.956140350877193, 0.9557522123893806]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.1, min_samples_split=5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.8157894736842105, 0.9210526315789473, 0.9824561403508771, 0.9473684210526315, 0.9557522123893806]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.5, min_samples_split=5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.40350877192982454, 0.5701754385964912, 0.6491228070175439, 0.7456140350877193, 0.7699115044247787]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=1, min_samples_split=5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.9122807017543859, 0.956140350877193, 0.9736842105263158, 0.956140350877193, 0.9734513274336283]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=5, min_samples_split=5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.9035087719298246, 0.9385964912280702, 0.9736842105263158, 0.9649122807017544, 0.9734513274336283]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=10, min_samples_split=5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.9122807017543859, 0.9385964912280702, 0.9824561403508771, 0.956140350877193, 0.9557522123893806]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.1, min_samples_split=10,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.8157894736842105, 0.9210526315789473, 0.9824561403508771, 0.9473684210526315, 0.9557522123893806]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.5, min_samples_split=10,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.40350877192982454, 0.5701754385964912, 0.6491228070175439, 0.7456140350877193, 0.7699115044247787]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=1, min_samples_split=10,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.9122807017543859, 0.9385964912280702, 0.9736842105263158, 0.956140350877193, 0.9823008849557522]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=5, min_samples_split=10,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.9035087719298246, 0.9385964912280702, 0.9736842105263158, 0.9649122807017544, 0.9734513274336283]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=25, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=10, min_samples_split=10,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.9122807017543859, 0.9385964912280702, 0.9824561403508771, 0.956140350877193, 0.9557522123893806]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=50, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.1, min_samples_split=0.5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.7894736842105263, 0.9122807017543859, 0.9649122807017544, 0.9473684210526315, 0.9557522123893806]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=50, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.5, min_samples_split=0.5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.40350877192982454, 0.5701754385964912, 0.6491228070175439, 0.7456140350877193, 0.7699115044247787]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=50, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=1, min_samples_split=0.5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.7894736842105263, 0.9122807017543859, 0.9649122807017544, 0.9473684210526315, 0.9646017699115044]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=50, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=5, min_samples_split=0.5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.7894736842105263, 0.9122807017543859, 0.9649122807017544, 0.9473684210526315, 0.9557522123893806]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=50, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=10, min_samples_split=0.5,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.7894736842105263, 0.9122807017543859, 0.9649122807017544, 0.9473684210526315, 0.9469026548672567]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=50, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.1, min_samples_split=0.8,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.40350877192982454, 0.5701754385964912, 0.6491228070175439, 0.7456140350877193, 0.7699115044247787]"
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
   max_depth=50, max_features='sqrt', max_leaf_nodes=None,
   min_impurity_decrease=0.0, min_impurity_split=None,
   min_samples_leaf=0.5, min_samples_split=0.8,
   min_weight_fraction_leaf=0.0, n_estimators=5000,
   n_jobs=None, oob_score=False, random_state=None,
   verbose=0, warm_start=False)","[0.40350877192982454, 0.5701754385964912, 0.6491228070175439, 0.7456140350877193, 0.7699115044247787]"
